cumulative_pop,cumulative_exposure
0.0013230892093603816,0.0005312989079261996
0.0013298162318066311,0.0005340002070177515
0.0013373305820316781,0.0005370176649790877
0.0013419109881861434,0.0005388569701223156
0.0013499230916475344,0.0005420743055741606
0.0013511828819694875,0.0005425801862188929
0.0013580483977189562,0.0005453370985980712
0.001359520395488091,0.0005459281931377881
0.0013609600270839493,0.0005465062907364113
0.0013628019744670902,0.0005472459420208423
0.0013687951640915812,0.0005496525636454159
0.001372299341507587,0.0005510596990230853
0.0013805455064067234,0.0005543710240452343
0.001383166796751805,0.0005554236278211904
0.0013868648892909662,0.0005569086316391992
0.0013896219419381498,0.0005580157520436138
0.001391817493369566,0.0005588973963572056
0.0013976278206103067,0.0005612305878728342
0.0013991933306560652,0.0005618592331461646
0.0014013279749889938,0.0005627164196418841
0.0014048029558418665,0.0005641118308652046
0.0014102885657233737,0.0005663146290731674
0.00143249008131542,0.0005752298563344214
0.0014375498760825826,0.000577261664480921
0.0014391068758388857,0.0005778868923675312
0.0014406693703663165,0.0005785143267311339
0.0014429342711772199,0.0005794238189398837
0.0014445036699282643,0.0005800540257593723
0.0014469075563559872,0.0005810193289489019
0.0014499346012715414,0.0005822348672863772
0.0014521052863149134,0.0005831065262681271
0.0014562389047436525,0.0005847664196006668
0.0014599345661430701,0.000586250447171661
0.0014644533262085063,0.0005880649977484187
0.0014665948743749426,0.0005889249565433733
0.0014683764035922785,0.0005896403463454462
0.00148751867571098,0.0005973271056357052
0.0015070599564294856,0.0006051740905795552
0.0015107493909591045,0.0006066556176924544
0.0015168199807078302,0.0006090933200644094
0.0015198271637734324,0.0006103008826893521
0.001527154546140618,0.000613243261950026
0.001534531090168907,0.0006162053825377936
0.0015362322727924187,0.0006168885084099271
0.0015391615303912227,0.0006180647793312443
0.0015440053682737108,0.0006200098679608928
0.0015476400636686553,0.0006214694140597623
0.0015497445199193804,0.0006223144782473307
0.0015537953032689895,0.000623941108375267
0.0015595789451880785,0.0006262635841491671
0.001571951060074953,0.0006312317231692954
0.001575813765585483,0.0006327828288731785
0.0015792621373173826,0.0006341675549538693
0.0015853798190855687,0.0006366241675688634
0.0015912647574536883,0.0006389873198839718
0.00159592667388777,0.0006408593562461065
0.0015974974619358308,0.0006414901209508703
0.0016044562686418629,0.0006442844951905118
0.0016088981846139557,0.0006460681882993187
0.0016121045627555451,0.0006473557395792875
0.0016140321682839172,0.0006481297876970495
0.0016187933541769609,0.0006500416866434785
0.0016248088833437804,0.0006524572789212468
0.0016265208154644056,0.0006531447213549823
0.001630704919053409,0.0006548248874781436
0.0016315908188469018,0.0006552917997472475
0.001632554244118647,0.0006557995717131591
0.0016349582933505504,0.0006570666225581309
0.0016359967015205624,0.000657613914157562
0.0016369357495970168,0.0006581088381561852
0.0016378689995300167,0.0006586007062512662
0.0016387409272268722,0.0006590602545460324
0.0016399215952372368,0.0006596825239988835
0.001640969862032605,0.0006602350115732646
0.0016420468828160033,0.0006608026538975346
0.0016429721875278918,0.0006612903344747442
0.0016440351387532045,0.000661850561457754
0.0016450332805860559,0.0006623766307395027
0.001646121508330711,0.0006629501796773068
0.0016470709464217253,0.00066345057971883
0.0016480635530424746,0.0006639737316746447
0.001649120035727406,0.000664530549422333
0.001650310512429576,0.0006651579885327248
0.001651400467953102,0.0006657324480940093
0.0016522980597394755,0.0006662055226118984
0.0016533587738376944,0.0006667645705201468
0.0016544568226275072,0.0006673432956263091
0.001655338598481878,0.0006678080343789642
0.0016564190668258481,0.0006683774937352972
0.001657487045735534,0.0006689403705524489
0.0016584008114410582,0.0006694219695122064
0.0016593061996881737,0.0006698991531440187
0.0016603690742576843,0.0006704593397256933
0.001661392433053716,0.000670998699573243
0.0016624262170388535,0.0006715435540023886
0.0016632856376166258,0.0006719965104372244
0.001664319989400848,0.0006725416641240975
0.0016653386047046283,0.0006730785239205727
0.001666195028034031,0.000673529900659773
0.0016672172869915973,0.0006740686808389705
0.0016683475563151642,0.000674664387733183
0.001669474292840028,0.0006752582326706924
0.0016706033047223603,0.0006758532768322298
0.0016715599037266469,0.0006763574510232552
0.0016724639633382077,0.0006768339343995238
0.001673383290002821,0.0006773184642551296
0.0016745010695670157,0.0006779075884388234
0.001675517086505672,0.0006784430787705298
0.001676587065488122,0.000679007009723284
0.0016777783144698672,0.0006796348558625651
0.0016789039179972672,0.0006802281036553177
0.0016799808032188779,0.0006807956745319338
0.0016808480781230952,0.000681252770578732
0.001681945742658632,0.0006818312931642061
0.001683150167075823,0.0006824660833986381
0.0016843403630318063,0.000683093374542138
0.0016855178155295704,0.0006837139492634906
0.0016866116158064553,0.0006842904351967509
0.0016875176184052887,0.0006847679426217921
0.0016885760341948108,0.0006853257792095993
0.001689534849000404,0.0006858311212356593
0.001690552423241669,0.0006863674323415661
0.001691582406035269,0.000686910283357934
0.0016924420897394465,0.0006873633784731802
0.0016936003680138613,0.0006879738474464581
0.0016946830867485246,0.0006885444928681145
0.0016959081715623707,0.0006891901721362203
0.0016969073248096918,0.0006897167744825759
0.0016980086344944205,0.0006902972182389238
0.0016990108347936265,0.0006908254265297891
0.001699980791477815,0.000691336640867656
0.0017008735636362758,0.000691807175207275
0.0017017844336509901,0.0006922872479971693
0.0017027145209307342,0.0006927774492201967
0.0017037861349768948,0.0006933422419310335
0.0017048243826833617,0.0006938894489583735
0.0017058649037967678,0.0006944378541817176
0.00170692532473043,0.0006949967475779891
0.0017078609035304194,0.0006954898430992176
0.0017089078208845868,0.0006960416194524677
0.0017098354096012904,0.0006965305038112773
0.001710860136823675,0.0006970705848860563
0.001712397690582877,0.0006978809504825395
0.0017133821699981293,0.0006983998190058622
0.001714606926732944,0.0006990453253603653
0.0017155157229448862,0.0006995243051553576
0.0017165991579139155,0.0007000953280673526
0.0017176096122680418,0.0007006278866465242
0.0017186033066989923,0.000701151611931211
0.0017197033261735942,0.0007017313756840839
0.00172081558339918,0.0007023175893268007
0.0017219163022035601,0.0007028977216604727
0.0017231513777586148,0.0007035486665350071
0.001724230615578655,0.0007041174773453934
0.0017253017662440672,0.0007046820258320432
0.0017263529067542813,0.0007052360279938859
0.0017273882556490916,0.0007057817072065247
0.0017283963724888816,0.0007063130338019767
0.0017292862121565465,0.0007067820225763503
0.0017303034863413844,0.0007073181755379294
0.0017313228173593898,0.0007078554125506037
0.0017323246632474183,0.0007083834340495449
0.0017333473098401781,0.0007089224185313386
0.0017343574342297613,0.000709454803203151
0.0017353910710149526,0.0007099995800507673
0.0017364294168330443,0.0007105468387877044
0.0017374260412191028,0.0007110721083012057
0.0017383558943052933,0.0007115621860928424
0.0017393867170618358,0.0007121054798105253
0.0017404839429883464,0.0007126837712277146
0.0017420143938300147,0.0007134903932412697
0.0017429373055024991,0.0007139768125703489
0.0017439298178476646,0.0007144999148383466
0.0017451442248138406,0.0007151399663615074
0.0017461097660197912,0.0007156488535276351
0.0017472016971694473,0.0007162243543399571
0.001748166649575614,0.0007167329311799676
0.0017492628838530187,0.000717310699949858
0.0017504568494019644,0.0007179399778521501
0.0017530275703239154,0.0007192948727823864
0.0017540032501211968,0.0007198091034791467
0.0017549868627212198,0.0007203275151486935
0.0017571931636497496,0.0007214903430220405
0.0017581841092647482,0.0007220126195470562
0.0017605420006506997,0.0007232553429627311
0.001762874978575833,0.000724484935773108
0.0017637436967417113,0.000724942792488982
0.0017648625386942082,0.0007255324766029712
0.0017659624888600016,0.0007261122038267318
0.0017670403358226018,0.0007266802815876152
0.0017681029842607466,0.0007272403489870641
0.0017690434852214731,0.000727736038726347
0.0017700455220663223,0.0007282641608688181
0.0017710321577267193,0.0007287841658381821
0.0017720508228990326,0.0007293210519177992
0.0017729335310414005,0.0007297862820315622
0.0017739526180481878,0.0007303233904384593
0.0017748227422206171,0.0007307819881881544
0.0017758229882194805,0.000731309166467709
0.0017768163056781313,0.0007318326930696632
0.0017777866973953753,0.0007323441366911044
0.0017787722135819786,0.0007328635516433432
0.0017797333294270097,0.000733370106429078
0.0017806670967054027,0.0007338622471903377
0.0017816554813404229,0.000734383173954374
0.0017825857498243406,0.0007348734706808123
0.0017835546815053716,0.0007353841447921733
0.0017845381409238254,0.0007359024757275846
0.0017855255988623658,0.0007364229140775143
0.0017865580529766133,0.0007369670676000345
0.0017876141097959767,0.0007375236608958602
0.001788915446132359,0.0007382095284241639
0.0017899957599293896,0.0007387789063267447
0.001791281317783932,0.0007394564578278712
0.0017921967825955461,0.0007399389522991592
0.001793106359539357,0.0007404183435778105
0.0017940185098815167,0.0007408990911625258
0.0017950368873507552,0.0007414358256086326
0.0017960490493282829,0.000741969284188372
0.001797062917628859,0.0007425036420833299
0.0017981018330665295,0.0007430512010374834
0.0017991435675392073,0.0007436002457601648
0.0018001855945262654,0.0007441494446521485
0.0018012290253742924,0.0007446993834471271
0.0018022724237134972,0.0007452493051083757
0.0018033228332303402,0.0007458029220011663
0.0018043887389224127,0.0007463647061318232
0.0018054581465298076,0.0007469283359421395
0.0018065284138655087,0.0007474924188710784
0.0018075940128043368,0.0007480540413278593
0.0018093256447509454,0.0007489666955663889
0.0018103746827856063,0.0007495195896213797
0.0018114222590935954,0.0007500717132753363
0.0018124685548790863,0.0007506231620316694
0.0018135123524916428,0.0007511732941293895
0.001814570340009944,0.000751730904997438
0.0018156415486060768,0.0007522954840163945
0.0018176578569259123,0.0007533581765463426
0.0018197259259221514,0.0007544481494696801
0.0018207622539176624,0.0007549943447159981
0.0018218325776236607,0.0007555584573548248
0.001823029694187704,0.0007561893959952951
0.001824323746207326,0.0007568714243344575
0.0018256370745279985,0.0007575636122216066
0.0018265428457940546,0.0007580409977230254
0.001827426848567749,0.0007585069101704507
0.0018298199438870663,0.0007597681877708425
0.0018321277129112069,0.0007609844942645834
0.0018331998204412852,0.000761549547065441
0.0018342710266317653,0.0007621141248165016
0.001835311730639804,0.0007626626264342104
0.0018363656903800784,0.0007632181144673835
0.0018390373147844198,0.0007646261904393917
0.0018420469063636254,0.00076621239154661
0.001845121525989629,0.0007678328655965571
0.0018479283707089921,0.0007693122092498309
0.0018489541728680845,0.0007698528568685249
0.001850007178799522,0.0007704078421980607
0.001851117170420286,0.0007709928617568686
0.001852301314533968,0.0007716169632851977
0.001853522079835619,0.0007722603659603354
0.0018547249412286487,0.0007728943324050306
0.001855933302854288,0.0007735311977397666
0.0018571874413224857,0.0007741921896964842
0.0018584163188755754,0.000774839867922598
0.0018595745814157204,0.0007754503286031507
0.001860816753646615,0.000776105013770937
0.0018621637063620101,0.0007768149233491312
0.001863485466040718,0.0007775115549719497
0.0018647955329463334,0.0007782020239347735
0.0018661273736107395,0.0007789039687272549
0.0018673897677592985,0.0007795693118289653
0.001868281705611352,0.0007800394064485385
0.0018691958287838826,0.0007805211938107907
0.00187012965444812,0.0007810133653442295
0.001871073046743474,0.0007815105789574557
0.0018731592611238644,0.0007826101153805817
0.001875293159964487,0.0007837347838329639
0.0018765590085004704,0.0007844019475648207
0.0018777612151658252,0.0007850355689361944
0.0018789091950355402,0.0007856406101494234
0.001879847328443779,0.0007861350520734202
0.001881235352674838,0.0007868666083375205
0.0018824305223505502,0.0007874965208731706
0.0018837422353728756,0.000788187857419545
0.0018850560631590893,0.0007888803085493212
0.0018864677751383424,0.0007896243494085649
0.0018877562192561362,0.0007903034221107729
0.0018888919538328202,0.0007909020094591326
0.0018899902104190232,0.0007914808440840968
0.0018910609153234682,0.0007920451576330413
0.0018921425894846634,0.0007926152525136863
0.0018932360629828698,0.0007931915662186929
0.00189433974425118,0.0007937732599149093
0.0018954318757852147,0.0007943488663395428
0.0018965266251896663,0.0007949258525091832
0.0018979223337260314,0.0007956614587758384
0.001899032755633563,0.0007962467051166962
0.0019000907122034658,0.0007968042996734338
0.0019011559582265225,0.000797365736126442
0.0019022278536690463,0.0007979306771468453
0.001903305244792945,0.0007984985146585671
0.0019043741983821318,0.0007990619051792107
0.001905434205868596,0.0007996205806687044
0.0019065716990425141,0.0008002200948833205
0.0019076280792596385,0.000800776858625492
0.0019086946054150877,0.000801338969770519
0.0019097721863905067,0.0008019069073432237
0.001910828387288969,0.0008024635765757407
0.0019118659321547043,0.0008030104131718388
0.001912919177091001,0.0008035655244685572
0.0019139362144815798,0.0008041015526280474
0.0019149975172495471,0.000804660910793878
0.0019160661967893647,0.000805224156877178
0.0019173930260238086,0.0008059234604023825
0.001918434881299269,0.0008064725687940045
0.0019196627818972405,0.0008071197321172653
0.0019209576245314132,0.0008078021771487405
0.0019222950256347674,0.0008085070525629304
0.0019240444825585775,0.0008094291014312061
0.0019252973193735427,0.0008100894073533758
0.0019265346702860657,0.0008107415514519382
0.0019274023717710453,0.0008111988723275411
0.0019282950863238736,0.0008116693763061906
0.0019292107744060772,0.000812151988451936
0.001930161471563767,0.0008126530520828208
0.0019310995261706215,0.0008131474524746562
0.001932045316381703,0.0008136459299060723
0.0019330724025742464,0.0008141872542728327
0.0019341224020248088,0.0008147406550407535
0.001935331445945604,0.000815377879978214
0.0019363937880206104,0.0008159377859093918
0.0019374389433966259,0.0008164886336144776
0.0019384785608297984,0.0008170365625543961
0.001939523105690137,0.0008175870884880331
0.0019405822952546401,0.000818145332892881
0.001941647439395049,0.0008187067156487795
0.0019427189605309963,0.000819271459391416
0.0019437910607790986,0.0008198365083543181
0.0019448448929547558,0.0008203919291547347
0.0019458902314204568,0.0008209428733569877
0.0019469267267063655,0.0008214891567734801
0.0019479444017249787,0.0008220255209939498
0.0019489575604880061,0.0008225595049281174
0.0019499950262922864,0.0008231062998549843
0.0019510550915144184,0.0008236650057739824
0.0019520940401110873,0.0008242125822045405
0.0019531402124280724,0.0008247639658869673
0.001954188837665712,0.000825316642377855
0.0019552340550685597,0.0008258675227740977
0.001956102398342703,0.0008263251819037975
0.00195698600476884,0.0008267908854567871
0.001958055992528672,0.0008273548210356485
0.001958971162680323,0.000827837160206808
0.0019598859616462455,0.0008283193037450389
0.001960980857340396,0.0008288963670164641
0.0019620507854790485,0.0008294602711720646
0.0019631089190269777,0.0008300179590048282
0.0019641273901216238,0.0008305547427960773
0.001965334911719303,0.0008311911653952308
0.001966644195812485,0.000831881221777837
0.001968090259213756,0.0008326433675068628
0.001969189746063818,0.000833222850540704
0.001970453813376427,0.0008338890754812282
0.0019716138393251117,0.0008345004655638293
